label,cluster_no
chickpea,7
chickpea,7
chickpea,7
chickpea,7
chickpea,7
chickpea,6
chickpea,7
chickpea,7
chickpea,7
chickpea,7
chickpea,7
chickpea,7
chickpea,7
chickpea,7
chickpea,6
chickpea,7
chickpea,7
chickpea,7
chickpea,7
chickpea,7
chickpea,7
chickpea,7
chickpea,7
chickpea,6
chickpea,7
chickpea,7
chickpea,7
chickpea,7
chickpea,7
chickpea,7
chickpea,7
chickpea,7
chickpea,7
chickpea,7
chickpea,7
chickpea,7
chickpea,7
chickpea,7
chickpea,7
chickpea,7
chickpea,7
chickpea,7
chickpea,7
chickpea,7
chickpea,7
chickpea,7
chickpea,7
chickpea,7
chickpea,7
chickpea,7
chickpea,7
chickpea,7
chickpea,7
chickpea,7
chickpea,7
chickpea,7
chickpea,7
chickpea,7
chickpea,7
chickpea,7
chickpea,7
chickpea,7
chickpea,7
chickpea,7
chickpea,7
chickpea,7
chickpea,7
chickpea,7
chickpea,7
chickpea,7
chickpea,7
chickpea,7
chickpea,7
chickpea,7
chickpea,7
chickpea,7
chickpea,7
chickpea,7
chickpea,7
kidneybeans,6
kidneybeans,6
kidneybeans,6
kidneybeans,6
kidneybeans,6
kidneybeans,6
kidneybeans,6
kidneybeans,6
kidneybeans,6
kidneybeans,6
kidneybeans,6
kidneybeans,6
kidneybeans,6
kidneybeans,6
kidneybeans,6
kidneybeans,6
kidneybeans,6
kidneybeans,6
kidneybeans,6
kidneybeans,6
kidneybeans,6
kidneybeans,6
kidneybeans,6
kidneybeans,6
kidneybeans,6
kidneybeans,6
kidneybeans,6
kidneybeans,6
kidneybeans,6
kidneybeans,6
kidneybeans,6
kidneybeans,6
kidneybeans,6
kidneybeans,6
kidneybeans,6
kidneybeans,6
kidneybeans,6
kidneybeans,6
kidneybeans,6
kidneybeans,6
kidneybeans,6
kidneybeans,6
kidneybeans,6
kidneybeans,6
kidneybeans,6
kidneybeans,6
kidneybeans,6
kidneybeans,6
kidneybeans,6
kidneybeans,6
kidneybeans,6
kidneybeans,6
kidneybeans,6
kidneybeans,6
kidneybeans,6
kidneybeans,6
kidneybeans,6
kidneybeans,6
kidneybeans,6
kidneybeans,6
kidneybeans,6
kidneybeans,6
kidneybeans,6
kidneybeans,6
kidneybeans,6
kidneybeans,6
kidneybeans,6
kidneybeans,6
kidneybeans,6
kidneybeans,6
kidneybeans,6
kidneybeans,6
kidneybeans,6
kidneybeans,6
kidneybeans,6
kidneybeans,6
kidneybeans,6
kidneybeans,6
kidneybeans,6
kidneybeans,6
kidneybeans,6
kidneybeans,6
kidneybeans,6
kidneybeans,6
kidneybeans,6
kidneybeans,6
kidneybeans,6
kidneybeans,6
kidneybeans,6
kidneybeans,6
kidneybeans,6
kidneybeans,6
kidneybeans,6
kidneybeans,6
kidneybeans,6
kidneybeans,6
kidneybeans,6
kidneybeans,6
kidneybeans,6
kidneybeans,6
pigeonpeas,1
pigeonpeas,1
pigeonpeas,1
pigeonpeas,1
pigeonpeas,6
pigeonpeas,1
pigeonpeas,1
pigeonpeas,1
pigeonpeas,1
pigeonpeas,1
pigeonpeas,1
pigeonpeas,5
pigeonpeas,1
pigeonpeas,5
pigeonpeas,1
pigeonpeas,1
pigeonpeas,6
pigeonpeas,6
pigeonpeas,1
pigeonpeas,6
pigeonpeas,6
pigeonpeas,1
pigeonpeas,6
pigeonpeas,6
pigeonpeas,6
pigeonpeas,6
pigeonpeas,1
pigeonpeas,1
pigeonpeas,1
pigeonpeas,6
pigeonpeas,1
pigeonpeas,1
pigeonpeas,1
pigeonpeas,6
pigeonpeas,1
pigeonpeas,6
pigeonpeas,1
pigeonpeas,5
pigeonpeas,6
pigeonpeas,1
pigeonpeas,1
pigeonpeas,1
pigeonpeas,1
pigeonpeas,1
pigeonpeas,6
pigeonpeas,5
pigeonpeas,6
pigeonpeas,5
pigeonpeas,1
pigeonpeas,1
pigeonpeas,6
pigeonpeas,6
pigeonpeas,1
pigeonpeas,5
pigeonpeas,6
pigeonpeas,1
pigeonpeas,1
pigeonpeas,1
pigeonpeas,1
pigeonpeas,1
pigeonpeas,6
pigeonpeas,1
pigeonpeas,1
pigeonpeas,6
pigeonpeas,5
pigeonpeas,6
pigeonpeas,6
pigeonpeas,1
pigeonpeas,1
pigeonpeas,5
pigeonpeas,1
pigeonpeas,1
pigeonpeas,6
pigeonpeas,1
pigeonpeas,6
pigeonpeas,5
pigeonpeas,1
pigeonpeas,1
pigeonpeas,5
pigeonpeas,1
pigeonpeas,1
pigeonpeas,6
pigeonpeas,6
pigeonpeas,1
pigeonpeas,1
pigeonpeas,5
pigeonpeas,6
pigeonpeas,1
pigeonpeas,5
pigeonpeas,1
pigeonpeas,6
pigeonpeas,6
pigeonpeas,6
pigeonpeas,6
pigeonpeas,1
pigeonpeas,4
pigeonpeas,5
pigeonpeas,4
pigeonpeas,6
pigeonpeas,6
mothbeans,1
mothbeans,1
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,1
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,1
mothbeans,5
mothbeans,5
mothbeans,1
mothbeans,5
mothbeans,1
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,1
mothbeans,1
mothbeans,5
mothbeans,1
mothbeans,5
mothbeans,1
mothbeans,1
mothbeans,1
mothbeans,1
mothbeans,1
mothbeans,1
mothbeans,1
mothbeans,1
mothbeans,5
mothbeans,1
mothbeans,5
mothbeans,1
mothbeans,1
mothbeans,5
mothbeans,5
mothbeans,1
mothbeans,1
mothbeans,5
mothbeans,1
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,1
mothbeans,1
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,1
mothbeans,1
mothbeans,1
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,1
mothbeans,1
mothbeans,5
mothbeans,5
mothbeans,1
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,1
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,1
mothbeans,1
mothbeans,5
mothbeans,5
mothbeans,1
mothbeans,1
mothbeans,1
mothbeans,1
mothbeans,5
mothbeans,5
mothbeans,1
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,1
mothbeans,5
mothbeans,1
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,1
mothbeans,1
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,6
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,6
lentil,5
lentil,5
lentil,6
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,1
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,6
lentil,6
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,6
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
mango,1
mango,1
mango,1
mango,1
mango,1
mango,1
mango,1
mango,1
mango,1
mango,1
mango,1
mango,1
mango,5
mango,1
mango,1
mango,1
mango,1
mango,1
mango,1
mango,1
mango,1
mango,1
mango,5
mango,1
mango,1
mango,1
mango,1
mango,1
mango,1
mango,1
mango,1
mango,5
mango,1
mango,1
mango,1
mango,1
mango,1
mango,1
mango,5
mango,1
mango,1
mango,5
mango,1
mango,1
mango,1
mango,1
mango,1
mango,1
mango,5
mango,1
mango,1
mango,1
mango,1
mango,1
mango,5
mango,1
mango,1
mango,1
mango,5
mango,5
mango,1
mango,1
mango,1
mango,1
mango,5
mango,1
mango,1
mango,1
mango,1
mango,5
mango,1
mango,1
mango,1
mango,1
mango,5
mango,1
mango,1
mango,1
mango,1
mango,1
mango,1
mango,1
mango,1
mango,1
mango,1
mango,1
mango,1
mango,1
mango,1
mango,1
mango,1
mango,1
mango,1
mango,1
mango,1
mango,1
mango,1
mango,5
mango,1
mango,1
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,5
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,5
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,5
orange,3
orange,3
orange,3
orange,5
orange,5
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,5
orange,3
orange,3
orange,3
orange,5
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,5
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,5
orange,3
orange,3
orange,3
orange,5
orange,5
orange,3
orange,3
orange,3
orange,3
papaya,4
papaya,5
papaya,5
papaya,4
papaya,4
papaya,4
papaya,4
papaya,4
papaya,4
papaya,4
papaya,4
papaya,5
papaya,4
papaya,5
papaya,4
papaya,4
papaya,5
papaya,5
papaya,4
papaya,5
papaya,5
papaya,5
papaya,5
papaya,4
papaya,5
papaya,4
papaya,4
papaya,5
papaya,5
papaya,5
papaya,5
papaya,5
papaya,4
papaya,5
papaya,3
papaya,5
papaya,4
papaya,4
papaya,5
papaya,4
papaya,4
papaya,4
papaya,5
papaya,5
papaya,4
papaya,5
papaya,5
papaya,4
papaya,4
papaya,5
papaya,4
papaya,4
papaya,4
papaya,5
papaya,4
papaya,0
papaya,5
papaya,0
papaya,4
papaya,4
papaya,3
papaya,5
papaya,4
papaya,0
papaya,0
papaya,5
papaya,5
papaya,5
papaya,0
papaya,4
papaya,0
papaya,4
papaya,4
papaya,5
papaya,4
papaya,4
papaya,5
papaya,4
papaya,4
papaya,0
papaya,5
papaya,5
papaya,4
papaya,4
papaya,4
papaya,4
papaya,5
papaya,4
papaya,5
papaya,0
papaya,3
papaya,4
papaya,5
papaya,4
papaya,5
papaya,5
papaya,5
papaya,4
papaya,4
papaya,4
coconut,3
coconut,4
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,4
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
coffee,4
coffee,4
coffee,4
coffee,4
coffee,0
coffee,4
coffee,4
coffee,4
coffee,0
coffee,4
coffee,4
coffee,4
coffee,4
coffee,4
coffee,4
coffee,4
coffee,4
coffee,4
coffee,4
coffee,0
coffee,4
coffee,4
coffee,4
coffee,4
coffee,4
coffee,4
coffee,4
coffee,4
coffee,4
coffee,0
coffee,4
coffee,0
coffee,0
coffee,0
coffee,4
coffee,0
coffee,4
coffee,0
coffee,0
coffee,4
coffee,0
coffee,4
coffee,4
coffee,4
coffee,4
coffee,4
coffee,4
coffee,4
coffee,4
coffee,4
coffee,4
coffee,4
coffee,0
coffee,0
coffee,4
coffee,4
coffee,4
coffee,0
coffee,4
coffee,4
coffee,4
coffee,4
coffee,0
coffee,4
